ad_id,platform,target_audience,creative_theme,status,start_date,days_running,spend,revenue,roas,audit_status,contribution,explanation,source_pointer
AD-0177,Meta,M 18-24,UGC Style,Active,2025-09-27,55,98217.72,2741255.4,27.91,Not flagged,0.00,Excluded: roas_below_one.,/176
AD-0178,Meta,F 18-24,Testimonial,Completed,2025-05-26,79,70533.03,13538106.27,191.94,Not flagged,0.00,Excluded: roas_below_one.,/177
AD-0179,Meta,F 25-34,Lifestyle,Completed,2025-11-20,74,125955.34,14857771.46,117.96,Not flagged,0.00,Excluded: roas_below_one.,/178
AD-0180,Meta,F 18-24,Celebrity Endorsement,Active,2025-06-04,51,7003.76,502419.18,71.74,Not flagged,0.00,Excluded: roas_below_one.,/179
AD-0181,Google,F 25-34,Celebrity Endorsement,Completed,2025-09-16,41,132783.93,5188361.66,39.07,Not flagged,0.00,Excluded: roas_below_one.,/180
AD-0182,Google,M 18-24,Celebrity Endorsement,Paused,2025-10-24,15,65591.32,1917871.94,29.24,Not flagged,0.00,Excluded: roas_below_one.,/181
AD-0183,Meta,F 25-34,Product Demo,Completed,2025-08-09,59,96825.93,4772218.42,49.29,Not flagged,0.00,Excluded: roas_below_one.,/182
AD-0184,Instagram,F 18-24,Doctor Trust,Completed,2025-08-10,20,197038.93,61074787.21,309.96,Not flagged,0.00,Excluded: roas_below_one.,/183
AD-0185,Google,F 35-44,Lifestyle,Paused,2025-02-26,62,181047.52,8549162.72,47.22,Not flagged,0.00,Excluded: roas_below_one.,/184
AD-0186,Instagram,F 35-44,Celebrity Endorsement,Active,2025-01-24,30,195710.09,5415101.32,27.67,Not flagged,0.00,Excluded: roas_below_one.,/185
AD-0187,Google,F 25-34,Before/After,Active,2025-05-09,28,196026.63,3167881.94,16.16,Not flagged,0.00,Excluded: roas_below_one.,/186
AD-0188,Meta,F 25-34,Product Demo,Paused,2025-07-23,33,132449.69,11092977.37,83.75,Not flagged,0.00,Excluded: roas_below_one.,/187
AD-0189,Google,F 35-44,Celebrity Endorsement,Paused,2025-07-21,55,104738.89,2079717.77,19.86,Not flagged,0.00,Excluded: roas_below_one.,/188
AD-0190,Instagram,F 25-34,Testimonial,Completed,2025-06-08,5,51056.3,18514.06,0.36,Not flagged,0.00,Excluded: running_over_14_days.,/189
AD-0191,YouTube,F 35-44,Lifestyle,Paused,2025-01-03,80,108273.42,4078298.73,37.67,Not flagged,0.00,Excluded: roas_below_one.,/190
AD-0192,Instagram,M 25-34,Testimonial,Completed,2025-10-28,85,119756.69,5447987.36,45.49,Not flagged,0.00,Excluded: roas_below_one.,/191
AD-0193,YouTube,M 25-34,Testimonial,Active,2025-01-15,85,68130.37,3964622.48,58.19,Not flagged,0.00,Excluded: roas_below_one.,/192
AD-0194,Google,F 25-34,Celebrity Endorsement,Active,2025-10-22,55,44411.28,3659.34,0.08,Wasted spend,44411.28,All three strict thresholds pass; full spend counts once in Google.,/193
AD-0195,Google,F 25-34,Doctor Trust,Completed,2025-07-07,29,74275.02,4496344.2,60.54,Not flagged,0.00,Excluded: roas_below_one.,/194
AD-0196,Instagram,M 25-34,Product Demo,Completed,2025-09-01,35,51150.87,123758.89,2.42,Not flagged,0.00,Excluded: roas_below_one.,/195
AD-0197,Google,F 35-44,Doctor Trust,Completed,2025-09-10,10,109790.24,8360448.51,76.15,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/196
AD-0198,Meta,F 25-34,Celebrity Endorsement,Completed,2025-04-18,20,107623.55,5360548.16,49.81,Not flagged,0.00,Excluded: roas_below_one.,/197
AD-0199,Meta,F 35-44,Lifestyle,Active,2025-08-21,16,188763.65,34502694.64,182.78,Not flagged,0.00,Excluded: roas_below_one.,/198
AD-0200,Meta,M 18-24,Lifestyle,Completed,2025-02-28,58,129029.64,2234509.1,17.32,Not flagged,0.00,Excluded: roas_below_one.,/199
AD-0201,Google,F 18-24,Infographic,Paused,2025-02-13,86,106525.91,2644491.08,24.82,Not flagged,0.00,Excluded: roas_below_one.,/200
AD-0202,Google,M 35-44,Testimonial,Completed,2025-11-14,81,18682.84,1410011.75,75.47,Not flagged,0.00,Excluded: roas_below_one.,/201
AD-0203,Google,M 25-34,Doctor Trust,Active,2025-06-19,21,27141.58,8324877.08,306.72,Not flagged,0.00,Excluded: roas_below_one.,/202
AD-0204,Google,F 35-44,Lifestyle,Paused,2025-03-21,17,104292.41,191380.86,1.84,Not flagged,0.00,Excluded: roas_below_one.,/203
AD-0205,Meta,M 25-34,Celebrity Endorsement,Paused,2025-08-23,69,34420.13,13453343.3,390.86,Not flagged,0.00,Excluded: roas_below_one.,/204
AD-0206,Google,F 18-24,Before/After,Paused,2025-11-27,23,27456.98,192315.45,7,Not flagged,0.00,Excluded: roas_below_one.,/205
AD-0207,YouTube,M 18-24,Testimonial,Completed,2025-06-07,8,52470.24,52227.12,1,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/206
AD-0208,Instagram,M 25-34,Before/After,Active,2025-09-17,60,136909.96,87017705.64,635.58,Not flagged,0.00,Excluded: roas_below_one.,/207
AD-0209,Meta,F 25-34,Before/After,Active,2025-03-13,65,14275.82,484410.48,33.93,Not flagged,0.00,Excluded: roas_below_one.,/208
AD-0210,YouTube,F 18-24,Infographic,Completed,2025-05-21,80,19442.28,4301430.3,221.24,Not flagged,0.00,Excluded: roas_below_one.,/209
AD-0211,YouTube,M 18-24,Before/After,Active,2025-08-23,20,53603.04,1525184.86,28.45,Not flagged,0.00,Excluded: roas_below_one.,/210
AD-0212,YouTube,F 25-34,Doctor Trust,Active,2025-05-04,85,68305.13,8205845.53,120.14,Not flagged,0.00,Excluded: roas_below_one.,/211
AD-0213,Google,M 25-34,Doctor Trust,Completed,2025-11-10,23,40793.17,9881768.68,242.24,Not flagged,0.00,Excluded: roas_below_one.,/212
AD-0214,Google,F 18-24,Product Demo,Completed,2025-05-13,26,32555.65,28017.88,0.86,Wasted spend,32555.65,All three strict thresholds pass; full spend counts once in Google.,/213
AD-0215,Meta,F 25-34,Doctor Trust,Paused,2025-03-09,3,125701.99,13665708.75,108.72,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/214
AD-0216,Google,F 35-44,Testimonial,Active,2025-01-28,50,198674.97,36545506.43,183.95,Not flagged,0.00,Excluded: roas_below_one.,/215
AD-0217,Google,F 35-44,Lifestyle,Paused,2025-05-11,43,88090.16,1296338.52,14.72,Not flagged,0.00,Excluded: roas_below_one.,/216
AD-0218,Meta,M 35-44,UGC Style,Paused,2025-08-17,39,24167.73,2547444.51,105.41,Not flagged,0.00,Excluded: roas_below_one.,/217
AD-0219,YouTube,M 18-24,Testimonial,Active,2025-04-01,83,30776.24,10166960.88,330.35,Not flagged,0.00,Excluded: roas_below_one.,/218
AD-0220,YouTube,M 35-44,UGC Style,Completed,2025-09-05,3,73910.72,1178867.68,15.95,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/219
AD-0221,Google,F 25-34,Before/After,Active,2025-06-09,28,84594.01,1901410.1,22.48,Not flagged,0.00,Excluded: roas_below_one.,/220
AD-0222,YouTube,M 25-34,Testimonial,Completed,2025-07-25,85,125674.47,3877637.34,30.85,Not flagged,0.00,Excluded: roas_below_one.,/221
AD-0223,Instagram,F 18-24,Testimonial,Active,2025-07-14,79,174858.47,11931029.37,68.23,Not flagged,0.00,Excluded: roas_below_one.,/222
AD-0224,Google,F 25-34,Doctor Trust,Completed,2025-02-03,46,165413.3,25575947.87,154.62,Not flagged,0.00,Excluded: roas_below_one.,/223
AD-0225,Meta,M 35-44,Doctor Trust,Active,2025-09-16,11,12143.48,1017233.66,83.77,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/224
AD-0226,YouTube,F 18-24,Celebrity Endorsement,Active,2025-07-28,27,8724.03,229869.78,26.35,Not flagged,0.00,Excluded: roas_below_one.,/225
AD-0227,Meta,F 25-34,Doctor Trust,Paused,2025-05-09,19,23546.36,1123283.9,47.71,Not flagged,0.00,Excluded: roas_below_one.,/226
AD-0228,Google,M 18-24,Testimonial,Active,2025-01-02,83,197421.39,17672786.88,89.52,Not flagged,0.00,Excluded: roas_below_one.,/227
AD-0229,Instagram,M 18-24,Doctor Trust,Active,2025-01-24,36,20068.32,55124.58,2.75,Not flagged,0.00,Excluded: roas_below_one.,/228
AD-0230,Instagram,M 35-44,Doctor Trust,Paused,2025-02-28,26,168613.76,61189279.81,362.9,Not flagged,0.00,Excluded: roas_below_one.,/229
AD-0231,Google,F 18-24,Lifestyle,Active,2025-01-11,82,91180.95,2564778.79,28.13,Not flagged,0.00,Excluded: roas_below_one.,/230
AD-0232,Google,M 18-24,Product Demo,Active,2025-05-19,64,106201.24,83916301.99,790.16,Not flagged,0.00,Excluded: roas_below_one.,/231
AD-0233,Google,M 25-34,Infographic,Active,2025-01-19,77,25828.2,523712.78,20.28,Not flagged,0.00,Excluded: roas_below_one.,/232
AD-0234,YouTube,F 25-34,Lifestyle,Paused,2025-07-20,2,169347.94,13139098.54,77.59,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/233
AD-0235,YouTube,F 35-44,Celebrity Endorsement,Completed,2025-07-17,9,22922.44,12611939.72,550.2,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/234
AD-0236,Meta,F 18-24,Before/After,Paused,2025-09-02,49,5219.67,292594.7,56.06,Not flagged,0.00,Excluded: roas_below_one.,/235
AD-0237,Meta,M 35-44,Infographic,Active,2025-07-04,78,7917.5,338233.25,42.72,Not flagged,0.00,Excluded: roas_below_one.,/236
AD-0238,Instagram,M 18-24,Infographic,Active,2025-01-15,79,7686.54,150244.71,19.55,Not flagged,0.00,Excluded: roas_below_one.,/237
AD-0239,Meta,F 25-34,UGC Style,Active,2025-06-07,78,194398.94,18956566.33,97.51,Not flagged,0.00,Excluded: roas_below_one.,/238
AD-0240,Google,F 18-24,Testimonial,Completed,2025-04-26,58,3159.8,106679.12,33.76,Not flagged,0.00,"Excluded: roas_below_one, spend_above_5000.",/239
AD-0241,Instagram,M 25-34,Celebrity Endorsement,Paused,2025-01-05,24,124817.59,47791.86,0.38,Wasted spend,124817.59,All three strict thresholds pass; full spend counts once in Instagram.,/240
AD-0242,Instagram,F 18-24,Product Demo,Paused,2025-08-17,41,178429.94,17368475.4,97.34,Not flagged,0.00,Excluded: roas_below_one.,/241
AD-0243,YouTube,F 35-44,Infographic,Paused,2025-05-03,27,104538.61,8975047.75,85.85,Not flagged,0.00,Excluded: roas_below_one.,/242
AD-0244,Google,M 25-34,UGC Style,Active,2025-05-09,49,152019.09,13912409.71,91.52,Not flagged,0.00,Excluded: roas_below_one.,/243
AD-0245,Google,M 18-24,Doctor Trust,Active,2025-02-16,15,27178.26,8079128.25,297.26,Not flagged,0.00,Excluded: roas_below_one.,/244
AD-0246,YouTube,F 35-44,Celebrity Endorsement,Completed,2025-01-04,38,49829.78,17269618.31,346.57,Not flagged,0.00,Excluded: roas_below_one.,/245
AD-0247,YouTube,M 18-24,Lifestyle,Paused,2025-07-08,69,138813.77,21391259.31,154.1,Not flagged,0.00,Excluded: roas_below_one.,/246
AD-0248,Instagram,F 18-24,Product Demo,Completed,2025-06-16,50,88008.2,3419679.91,38.86,Not flagged,0.00,Excluded: roas_below_one.,/247
AD-0249,YouTube,F 18-24,Infographic,Completed,2025-08-26,54,94431.05,5703695.58,60.4,Not flagged,0.00,Excluded: roas_below_one.,/248
AD-0250,Google,F 18-24,UGC Style,Paused,2025-03-05,50,20774.69,302428.43,14.56,Not flagged,0.00,Excluded: roas_below_one.,/249
AD-0251,Instagram,F 25-34,Before/After,Paused,2025-08-02,20,86809.76,2306214.64,26.57,Not flagged,0.00,Excluded: roas_below_one.,/250
AD-0252,Instagram,M 35-44,Infographic,Paused,2025-01-14,67,154920.52,1680984.24,10.85,Not flagged,0.00,Excluded: roas_below_one.,/251
AD-0253,YouTube,M 25-34,Infographic,Paused,2025-05-26,84,17429.73,541379.85,31.06,Not flagged,0.00,Excluded: roas_below_one.,/252
AD-0254,Meta,F 18-24,Doctor Trust,Paused,2025-10-08,42,155124.04,16749327.58,107.97,Not flagged,0.00,Excluded: roas_below_one.,/253
AD-0255,Google,M 18-24,Doctor Trust,Paused,2025-08-17,15,179058.21,8137896.35,45.45,Not flagged,0.00,Excluded: roas_below_one.,/254
AD-0256,Google,M 35-44,Infographic,Paused,2025-02-12,45,180047.12,530798.54,2.95,Not flagged,0.00,Excluded: roas_below_one.,/255
AD-0257,YouTube,M 18-24,UGC Style,Paused,2025-07-19,77,107950.31,941667.31,8.72,Not flagged,0.00,Excluded: roas_below_one.,/256
AD-0258,YouTube,M 18-24,Celebrity Endorsement,Paused,2025-07-12,31,190243.69,3937873.43,20.7,Not flagged,0.00,Excluded: roas_below_one.,/257
AD-0259,Google,M 35-44,Lifestyle,Active,2025-09-04,67,86176.03,5464833.18,63.41,Not flagged,0.00,Excluded: roas_below_one.,/258
AD-0260,YouTube,F 25-34,Product Demo,Paused,2025-03-18,55,185828.78,16813195.5,90.48,Not flagged,0.00,Excluded: roas_below_one.,/259
AD-0261,YouTube,M 35-44,Product Demo,Paused,2025-05-28,59,675.48,39050.66,57.81,Not flagged,0.00,"Excluded: roas_below_one, spend_above_5000.",/260
AD-0262,Meta,F 18-24,Celebrity Endorsement,Active,2025-11-11,5,28190.87,1595888.44,56.61,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/261
AD-0263,Instagram,F 18-24,Lifestyle,Paused,2025-11-10,51,94672.03,439724.07,4.64,Not flagged,0.00,Excluded: roas_below_one.,/262
AD-0264,Google,F 18-24,Before/After,Paused,2025-07-03,26,56190.45,19157935.45,340.95,Not flagged,0.00,Excluded: roas_below_one.,/263
AD-0265,Google,M 25-34,Celebrity Endorsement,Active,2025-05-25,34,29171.73,2425633.77,83.15,Not flagged,0.00,Excluded: roas_below_one.,/264
AD-0266,Google,M 25-34,Doctor Trust,Completed,2025-10-05,15,49358.37,1388980.22,28.14,Not flagged,0.00,Excluded: roas_below_one.,/265
AD-0267,Instagram,F 25-34,Lifestyle,Active,2025-07-18,23,150176.03,29555347.96,196.8,Not flagged,0.00,Excluded: roas_below_one.,/266
AD-0268,Meta,F 18-24,Product Demo,Active,2025-08-24,2,41955.6,573043.64,13.66,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/267
AD-0269,Meta,M 18-24,Lifestyle,Paused,2025-02-16,34,33152.2,370674.63,11.18,Not flagged,0.00,Excluded: roas_below_one.,/268
AD-0270,Meta,F 35-44,Lifestyle,Completed,2025-09-04,62,152222.77,7063142.52,46.4,Not flagged,0.00,Excluded: roas_below_one.,/269
AD-0271,YouTube,M 18-24,Lifestyle,Completed,2025-08-18,70,50979.45,670425.75,13.15,Not flagged,0.00,Excluded: roas_below_one.,/270
AD-0272,YouTube,M 25-34,Testimonial,Completed,2025-11-04,21,45062.85,1406114.49,31.2,Not flagged,0.00,Excluded: roas_below_one.,/271
AD-0273,YouTube,M 25-34,Before/After,Completed,2025-01-26,88,101834.36,256905.57,2.52,Not flagged,0.00,Excluded: roas_below_one.,/272
AD-0274,Instagram,M 18-24,Before/After,Paused,2025-02-26,77,105938.65,36651031.7,345.96,Not flagged,0.00,Excluded: roas_below_one.,/273
AD-0275,YouTube,F 35-44,Infographic,Paused,2025-03-28,29,80902.74,23678479.28,292.68,Not flagged,0.00,Excluded: roas_below_one.,/274
AD-0276,YouTube,M 18-24,Before/After,Paused,2025-09-07,64,168415.45,8265169.7,49.08,Not flagged,0.00,Excluded: roas_below_one.,/275
AD-0277,Meta,F 35-44,UGC Style,Completed,2025-09-03,39,64577.93,700127.29,10.84,Not flagged,0.00,Excluded: roas_below_one.,/276
AD-0278,Meta,M 25-34,Testimonial,Active,2025-04-09,34,161084.01,3837377.57,23.82,Not flagged,0.00,Excluded: roas_below_one.,/277
AD-0279,Instagram,M 25-34,Lifestyle,Active,2025-01-04,43,18999.02,1120530.99,58.98,Not flagged,0.00,Excluded: roas_below_one.,/278
AD-0280,YouTube,M 35-44,Before/After,Completed,2025-03-09,90,195460.14,19299467.73,98.74,Not flagged,0.00,Excluded: roas_below_one.,/279
AD-0281,Instagram,F 25-34,Before/After,Active,2025-10-09,55,26733.24,504880.39,18.89,Not flagged,0.00,Excluded: roas_below_one.,/280
AD-0282,YouTube,M 25-34,Before/After,Completed,2025-09-14,70,13398.95,590613.05,44.08,Not flagged,0.00,Excluded: roas_below_one.,/281
AD-0283,Meta,M 25-34,Celebrity Endorsement,Completed,2025-11-01,17,11399.34,600038.44,52.64,Not flagged,0.00,Excluded: roas_below_one.,/282
AD-0284,Instagram,F 35-44,Doctor Trust,Completed,2025-08-08,23,196888.7,34808600.19,176.79,Not flagged,0.00,Excluded: roas_below_one.,/283
AD-0285,Google,M 18-24,Doctor Trust,Paused,2025-07-20,23,72412.55,1650371.74,22.79,Not flagged,0.00,Excluded: roas_below_one.,/284
AD-0286,Google,M 35-44,Celebrity Endorsement,Paused,2025-05-21,9,64306.5,627338.61,9.76,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/285
AD-0287,YouTube,F 25-34,Before/After,Completed,2025-02-27,26,109165.64,570780.21,5.23,Not flagged,0.00,Excluded: roas_below_one.,/286
AD-0288,Instagram,F 35-44,Lifestyle,Paused,2025-02-05,12,26825.01,9802990.96,365.44,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/287
AD-0289,Meta,M 18-24,Testimonial,Active,2025-03-07,82,114622.17,2507514.18,21.88,Not flagged,0.00,Excluded: roas_below_one.,/288
AD-0290,Google,F 35-44,Infographic,Paused,2025-10-11,70,160935.28,32942735.32,204.7,Not flagged,0.00,Excluded: roas_below_one.,/289
AD-0291,Meta,F 35-44,Celebrity Endorsement,Paused,2025-09-24,7,177079.14,1934030.34,10.92,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/290
AD-0292,YouTube,M 18-24,Infographic,Active,2025-10-14,26,82807.06,375402.53,4.53,Not flagged,0.00,Excluded: roas_below_one.,/291
AD-0293,Instagram,F 18-24,UGC Style,Paused,2025-01-14,86,55346.73,8903664.43,160.87,Not flagged,0.00,Excluded: roas_below_one.,/292
AD-0294,Instagram,M 25-34,Celebrity Endorsement,Paused,2025-03-22,70,167947.77,18262415.48,108.74,Not flagged,0.00,Excluded: roas_below_one.,/293
AD-0295,Instagram,M 25-34,Celebrity Endorsement,Completed,2025-02-12,83,126265.72,7137535.28,56.53,Not flagged,0.00,Excluded: roas_below_one.,/294
AD-0296,YouTube,F 25-34,UGC Style,Active,2025-07-25,55,199170.06,656727.72,3.3,Not flagged,0.00,Excluded: roas_below_one.,/295
AD-0297,Meta,F 35-44,Infographic,Completed,2025-06-06,65,133697.44,231700.74,1.73,Not flagged,0.00,Excluded: roas_below_one.,/296
AD-0298,Meta,M 35-44,Testimonial,Completed,2025-02-28,77,184961,1227024.56,6.63,Not flagged,0.00,Excluded: roas_below_one.,/297
AD-0299,Google,F 18-24,Testimonial,Completed,2025-01-25,11,22712.42,3271796.67,144.05,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/298
AD-0300,Instagram,F 18-24,Before/After,Completed,2025-10-13,3,197479.49,33944969.44,171.89,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/299
AD-0301,YouTube,M 35-44,Before/After,Paused,2025-06-05,8,103316.27,8961357.68,86.74,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/300
AD-0302,YouTube,M 18-24,Doctor Trust,Completed,2025-11-04,43,49869.57,5607440.76,112.44,Not flagged,0.00,Excluded: roas_below_one.,/301
AD-0303,Instagram,M 18-24,Before/After,Paused,2025-09-04,40,54181.18,217030.88,4.01,Not flagged,0.00,Excluded: roas_below_one.,/302
AD-0304,Instagram,M 35-44,Doctor Trust,Active,2025-05-26,46,71192.54,9532102.1,133.89,Not flagged,0.00,Excluded: roas_below_one.,/303
AD-0305,Instagram,F 18-24,Testimonial,Completed,2025-07-10,60,53457.91,1631708.56,30.52,Not flagged,0.00,Excluded: roas_below_one.,/304
AD-0306,Instagram,F 35-44,Doctor Trust,Completed,2025-07-02,24,177872.08,18358103.68,103.21,Not flagged,0.00,Excluded: roas_below_one.,/305
AD-0307,Instagram,M 25-34,Infographic,Paused,2025-01-01,8,50144.43,218472.25,4.36,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/306
AD-0308,Meta,M 25-34,UGC Style,Active,2025-09-07,7,98604.41,7692517.07,78.01,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/307
AD-0309,YouTube,F 25-34,UGC Style,Paused,2025-04-18,76,90412.28,1895180.32,20.96,Not flagged,0.00,Excluded: roas_below_one.,/308
AD-0310,YouTube,M 25-34,Product Demo,Active,2025-03-04,17,64713.55,23100725.07,356.97,Not flagged,0.00,Excluded: roas_below_one.,/309
AD-0311,Google,F 18-24,Product Demo,Completed,2025-08-19,76,97515.7,1360108.86,13.95,Not flagged,0.00,Excluded: roas_below_one.,/310
AD-0312,Google,M 25-34,Product Demo,Completed,2025-06-01,27,167291.92,5053151.22,30.21,Not flagged,0.00,Excluded: roas_below_one.,/311
AD-0313,YouTube,M 35-44,UGC Style,Active,2025-10-27,33,65594.03,9203256.78,140.31,Not flagged,0.00,Excluded: roas_below_one.,/312
AD-0314,YouTube,M 35-44,UGC Style,Active,2025-04-19,50,99079.66,1465419.85,14.79,Not flagged,0.00,Excluded: roas_below_one.,/313
AD-0315,YouTube,F 18-24,Celebrity Endorsement,Active,2025-01-12,9,138910.37,28367981.42,204.22,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/314
AD-0316,Meta,M 18-24,UGC Style,Completed,2025-02-10,88,171721,5756335.46,33.52,Not flagged,0.00,Excluded: roas_below_one.,/315
AD-0317,Instagram,M 18-24,Product Demo,Completed,2025-03-25,71,139897.87,8103018.29,57.92,Not flagged,0.00,Excluded: roas_below_one.,/316
AD-0318,Meta,M 18-24,Infographic,Active,2025-09-09,3,81894.92,3364766.06,41.09,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/317
AD-0319,Google,F 35-44,Lifestyle,Completed,2025-04-20,3,148096.9,55863752.61,377.21,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/318
AD-0320,Google,M 18-24,UGC Style,Completed,2025-08-18,15,196579.75,36507896.49,185.72,Not flagged,0.00,Excluded: roas_below_one.,/319
AD-0321,Instagram,M 25-34,Testimonial,Active,2025-04-11,5,22319.42,425171.1,19.05,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/320
AD-0322,Instagram,F 25-34,Before/After,Paused,2025-10-02,23,89573.47,13623.59,0.15,Wasted spend,89573.47,All three strict thresholds pass; full spend counts once in Instagram.,/321
AD-0323,YouTube,F 35-44,Testimonial,Completed,2025-05-16,33,141654.38,5672814.49,40.05,Not flagged,0.00,Excluded: roas_below_one.,/322
AD-0324,YouTube,F 35-44,Celebrity Endorsement,Active,2025-10-14,85,119224.71,189059.95,1.59,Not flagged,0.00,Excluded: roas_below_one.,/323
AD-0325,Google,F 25-34,Celebrity Endorsement,Active,2025-05-26,48,120088.99,28704586.87,239.03,Not flagged,0.00,Excluded: roas_below_one.,/324
AD-0326,Meta,M 18-24,Doctor Trust,Active,2025-11-01,29,98248.14,4491469.91,45.72,Not flagged,0.00,Excluded: roas_below_one.,/325
AD-0327,Google,F 25-34,Before/After,Active,2025-07-16,31,86141.53,8784191.51,101.97,Not flagged,0.00,Excluded: roas_below_one.,/326
AD-0328,Meta,F 18-24,Product Demo,Completed,2025-06-26,43,115083.89,6361618.47,55.28,Not flagged,0.00,Excluded: roas_below_one.,/327
AD-0329,Instagram,F 35-44,Infographic,Paused,2025-01-21,86,12441.47,360936.28,29.01,Not flagged,0.00,Excluded: roas_below_one.,/328
AD-0330,YouTube,M 35-44,Doctor Trust,Active,2025-02-07,24,67505.9,11147677.26,165.14,Not flagged,0.00,Excluded: roas_below_one.,/329
AD-0331,Meta,F 35-44,UGC Style,Completed,2025-06-25,2,167149.74,49628525.12,296.91,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/330
AD-0332,Meta,M 35-44,Celebrity Endorsement,Completed,2025-06-20,87,70797.04,6388398.81,90.24,Not flagged,0.00,Excluded: roas_below_one.,/331
AD-0333,Instagram,M 25-34,Lifestyle,Completed,2025-05-24,72,55978.26,20849985.83,372.47,Not flagged,0.00,Excluded: roas_below_one.,/332
AD-0334,Meta,M 35-44,Product Demo,Active,2025-10-22,68,149603.47,1585915.28,10.6,Not flagged,0.00,Excluded: roas_below_one.,/333
AD-0335,Instagram,M 35-44,Product Demo,Active,2025-08-14,69,176237.85,919012.26,5.21,Not flagged,0.00,Excluded: roas_below_one.,/334
AD-0336,Instagram,M 18-24,Testimonial,Paused,2025-11-18,5,24125.98,76137.83,3.16,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/335
AD-0337,Meta,F 25-34,Doctor Trust,Completed,2025-09-14,70,137921.81,3799752.07,27.55,Not flagged,0.00,Excluded: roas_below_one.,/336
AD-0338,YouTube,F 35-44,Product Demo,Completed,2025-02-19,31,38135.28,12445830.63,326.36,Not flagged,0.00,Excluded: roas_below_one.,/337
AD-0339,Instagram,F 18-24,Testimonial,Paused,2025-09-01,48,168685.56,7274666.28,43.13,Not flagged,0.00,Excluded: roas_below_one.,/338
AD-0340,Instagram,M 18-24,Lifestyle,Completed,2025-09-11,49,96402.48,16594149.29,172.13,Not flagged,0.00,Excluded: roas_below_one.,/339
AD-0341,Meta,M 35-44,Infographic,Completed,2025-11-24,60,100391.66,4207969.78,41.92,Not flagged,0.00,Excluded: roas_below_one.,/340
AD-0342,Instagram,M 25-34,Lifestyle,Completed,2025-07-20,36,47792.85,6774012.89,141.74,Not flagged,0.00,Excluded: roas_below_one.,/341
AD-0343,YouTube,M 35-44,Infographic,Active,2025-10-21,50,38108.95,1403213.98,36.82,Not flagged,0.00,Excluded: roas_below_one.,/342
AD-0344,Meta,M 25-34,Product Demo,Paused,2025-09-17,20,66539.86,143971.57,2.16,Not flagged,0.00,Excluded: roas_below_one.,/343
AD-0345,Instagram,M 35-44,Infographic,Completed,2025-04-14,48,72987.57,5805736.6,79.54,Not flagged,0.00,Excluded: roas_below_one.,/344
AD-0346,Instagram,F 25-34,Lifestyle,Paused,2025-04-16,90,124937.3,13351014.85,106.86,Not flagged,0.00,Excluded: roas_below_one.,/345
AD-0347,Instagram,F 18-24,Lifestyle,Paused,2025-04-06,72,125858.93,5290780.97,42.04,Not flagged,0.00,Excluded: roas_below_one.,/346
AD-0348,Meta,F 35-44,Celebrity Endorsement,Paused,2025-04-27,39,181813.12,68917206.48,379.06,Not flagged,0.00,Excluded: roas_below_one.,/347
AD-0349,Google,F 35-44,Before/After,Active,2025-10-13,85,54862.31,13411856.35,244.46,Not flagged,0.00,Excluded: roas_below_one.,/348
AD-0350,Google,F 35-44,Testimonial,Active,2025-09-06,40,95666.01,7501943.94,78.42,Not flagged,0.00,Excluded: roas_below_one.,/349
AD-0351,Google,F 25-34,UGC Style,Paused,2025-02-16,62,147514.28,4445123.78,30.13,Not flagged,0.00,Excluded: roas_below_one.,/350
AD-0352,Meta,M 18-24,Doctor Trust,Active,2025-01-10,65,134058.33,177604.56,1.32,Not flagged,0.00,Excluded: roas_below_one.,/351
AD-0353,Instagram,M 35-44,Doctor Trust,Paused,2025-05-23,55,38756.51,6557970.49,169.21,Not flagged,0.00,Excluded: roas_below_one.,/352
AD-0354,Meta,M 25-34,Doctor Trust,Paused,2025-01-06,78,93401.48,3081713.29,32.99,Not flagged,0.00,Excluded: roas_below_one.,/353
